Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
733,,Argentina,3/4/20,1,0
734,,Argentina,3/5/20,1,0
735,,Argentina,3/6/20,2,0
736,,Argentina,3/7/20,8,0
737,,Argentina,3/8/20,12,1
738,,Argentina,3/9/20,12,1
739,,Argentina,3/10/20,17,1
740,,Argentina,3/11/20,19,1
741,,Argentina,3/12/20,19,1
742,,Argentina,3/13/20,31,2
743,,Argentina,3/14/20,34,2
744,,Argentina,3/15/20,45,2
745,,Argentina,3/16/20,56,2
746,,Argentina,3/17/20,68,2
747,,Argentina,3/18/20,79,2
748,,Argentina,3/19/20,97,3
749,,Argentina,3/20/20,128,3
750,,Argentina,3/21/20,158,4
751,,Argentina,3/22/20,266,4
752,,Argentina,3/23/20,301,4
753,,Argentina,3/24/20,387,6
754,,Argentina,3/25/20,387,8
755,,Argentina,3/26/20,502,9
756,,Argentina,3/27/20,589,13
757,,Argentina,3/28/20,690,18
758,,Argentina,3/29/20,745,19
759,,Argentina,3/30/20,820,23
760,,Argentina,3/31/20,1054,27
761,,Argentina,4/1/20,1054,28
762,,Argentina,4/2/20,1133,36
763,,Argentina,4/3/20,1265,39
764,,Argentina,4/4/20,1451,43
765,,Argentina,4/5/20,1451,44
766,,Argentina,4/6/20,1554,48
767,,Argentina,4/7/20,1628,56
768,,Argentina,4/8/20,1715,63
769,,Argentina,4/9/20,1795,72
770,,Argentina,4/10/20,1975,82
771,,Argentina,4/11/20,1975,83
772,,Argentina,4/12/20,2142,90
773,,Argentina,4/13/20,2208,97
774,,Argentina,4/14/20,2277,102
775,,Argentina,4/15/20,2443,111
776,,Argentina,4/16/20,2571,115
777,,Argentina,4/17/20,2669,123
778,,Argentina,4/18/20,2758,129
779,,Argentina,4/19/20,2839,132
780,,Argentina,4/20/20,2941,136
781,,Argentina,4/21/20,3031,147
782,,Argentina,4/22/20,3144,152
783,,Argentina,4/23/20,3435,165
784,,Argentina,4/24/20,3607,176
785,,Argentina,4/25/20,3780,185
786,,Argentina,4/26/20,3892,192
787,,Argentina,4/27/20,4003,197
788,,Argentina,4/28/20,4127,207
789,,Argentina,4/29/20,4285,214
790,,Argentina,4/30/20,4428,218
791,,Argentina,5/1/20,4532,225
792,,Argentina,5/2/20,4681,237
793,,Argentina,5/3/20,4783,246
794,,Argentina,5/4/20,4887,260
795,,Argentina,5/5/20,5020,264
796,,Argentina,5/6/20,5208,273
797,,Argentina,5/7/20,5371,282
798,,Argentina,5/8/20,5611,293
799,,Argentina,5/9/20,5776,300
800,,Argentina,5/10/20,6034,305
801,,Argentina,5/11/20,6278,314
802,,Argentina,5/12/20,6563,319
803,,Argentina,5/13/20,6879,329
804,,Argentina,5/14/20,7134,353
805,,Argentina,5/15/20,7479,356
806,,Armenia,1/22/20,0,0
807,,Armenia,1/23/20,0,0
808,,Armenia,1/24/20,0,0
809,,Armenia,1/25/20,0,0
810,,Armenia,1/26/20,0,0
811,,Armenia,1/27/20,0,0
812,,Armenia,1/28/20,0,0
813,,Armenia,1/29/20,0,0
814,,Armenia,1/30/20,0,0
815,,Armenia,1/31/20,0,0
816,,Armenia,2/1/20,0,0
817,,Armenia,2/2/20,0,0
818,,Armenia,2/3/20,0,0
819,,Armenia,2/4/20,0,0
820,,Armenia,2/5/20,0,0
821,,Armenia,2/6/20,0,0
822,,Armenia,2/7/20,0,0
823,,Armenia,2/8/20,0,0
824,,Armenia,2/9/20,0,0
825,,Armenia,2/10/20,0,0
826,,Armenia,2/11/20,0,0
827,,Armenia,2/12/20,0,0
828,,Armenia,2/13/20,0,0
829,,Armenia,2/14/20,0,0
830,,Armenia,2/15/20,0,0
831,,Armenia,2/16/20,0,0
832,,Armenia,2/17/20,0,0
833,,Armenia,2/18/20,0,0
834,,Armenia,2/19/20,0,0
835,,Armenia,2/20/20,0,0
836,,Armenia,2/21/20,0,0
837,,Armenia,2/22/20,0,0
838,,Armenia,2/23/20,0,0
839,,Armenia,2/24/20,0,0
840,,Armenia,2/25/20,0,0
841,,Armenia,2/26/20,0,0
842,,Armenia,2/27/20,0,0
843,,Armenia,2/28/20,0,0
844,,Armenia,2/29/20,0,0
845,,Armenia,3/1/20,1,0
846,,Armenia,3/2/20,1,0
847,,Armenia,3/3/20,1,0
848,,Armenia,3/4/20,1,0
849,,Armenia,3/5/20,1,0
850,,Armenia,3/6/20,1,0
851,,Armenia,3/7/20,1,0
852,,Armenia,3/8/20,1,0
853,,Armenia,3/9/20,1,0
854,,Armenia,3/10/20,1,0
855,,Armenia,3/11/20,1,0
856,,Armenia,3/12/20,4,0
857,,Armenia,3/13/20,8,0
858,,Armenia,3/14/20,18,0
859,,Armenia,3/15/20,26,0
860,,Armenia,3/16/20,52,0
861,,Armenia,3/17/20,78,0
862,,Armenia,3/18/20,84,0
863,,Armenia,3/19/20,115,0
864,,Armenia,3/20/20,136,0
865,,Armenia,3/21/20,160,0
866,,Armenia,3/22/20,194,0
867,,Armenia,3/23/20,235,0
868,,Armenia,3/24/20,249,0
869,,Armenia,3/25/20,265,0
870,,Armenia,3/26/20,290,1
871,,Armenia,3/27/20,329,1
872,,Armenia,3/28/20,407,1
873,,Armenia,3/29/20,424,3
874,,Armenia,3/30/20,482,3
875,,Armenia,3/31/20,532,3
876,,Armenia,4/1/20,571,4
877,,Armenia,4/2/20,663,7
878,,Armenia,4/3/20,736,7
879,,Armenia,4/4/20,770,7
880,,Armenia,4/5/20,822,7
881,,Armenia,4/6/20,833,8
882,,Armenia,4/7/20,853,8
883,,Armenia,4/8/20,881,9
884,,Armenia,4/9/20,921,10
885,,Armenia,4/10/20,937,12
886,,Armenia,4/11/20,967,13
887,,Armenia,4/12/20,1013,13
888,,Armenia,4/13/20,1039,14
889,,Armenia,4/14/20,1067,16
890,,Armenia,4/15/20,1111,17
891,,Armenia,4/16/20,1159,18
892,,Armenia,4/17/20,1201,19
893,,Armenia,4/18/20,1248,20
894,,Armenia,4/19/20,1291,20
895,,Armenia,4/20/20,1339,22
896,,Armenia,4/21/20,1401,24
897,,Armenia,4/22/20,1473,24
898,,Armenia,4/23/20,1523,24
899,,Armenia,4/24/20,1596,27
900,,Armenia,4/25/20,1677,28
901,,Armenia,4/26/20,1746,28
902,,Armenia,4/27/20,1808,29
903,,Armenia,4/28/20,1867,30
904,,Armenia,4/29/20,1932,30
905,,Armenia,4/30/20,2066,32
906,,Armenia,5/1/20,2148,33
907,,Armenia,5/2/20,2273,33
908,,Armenia,5/3/20,2386,35
909,,Armenia,5/4/20,2507,39
910,,Armenia,5/5/20,2619,40
911,,Armenia,5/6/20,2782,40
912,,Armenia,5/7/20,2884,42
913,,Armenia,5/8/20,3029,43
914,,Armenia,5/9/20,3175,44
915,,Armenia,5/10/20,3313,45
916,,Armenia,5/11/20,3392,46
917,,Armenia,5/12/20,3538,47
918,,Armenia,5/13/20,3718,48
919,,Armenia,5/14/20,3860,49
920,,Armenia,5/15/20,4044,52
921,Australian Capital Territory,Australia,1/22/20,0,0
922,Australian Capital Territory,Australia,1/23/20,0,0
923,Australian Capital Territory,Australia,1/24/20,0,0
924,Australian Capital Territory,Australia,1/25/20,0,0
925,Australian Capital Territory,Australia,1/26/20,0,0
926,Australian Capital Territory,Australia,1/27/20,0,0
927,Australian Capital Territory,Australia,1/28/20,0,0
928,Australian Capital Territory,Australia,1/29/20,0,0
929,Australian Capital Territory,Australia,1/30/20,0,0
930,Australian Capital Territory,Australia,1/31/20,0,0
931,Australian Capital Territory,Australia,2/1/20,0,0
932,Australian Capital Territory,Australia,2/2/20,0,0
933,Australian Capital Territory,Australia,2/3/20,0,0
934,Australian Capital Territory,Australia,2/4/20,0,0
935,Australian Capital Territory,Australia,2/5/20,0,0
936,Australian Capital Territory,Australia,2/6/20,0,0
937,Australian Capital Territory,Australia,2/7/20,0,0
938,Australian Capital Territory,Australia,2/8/20,0,0
939,Australian Capital Territory,Australia,2/9/20,0,0
940,Australian Capital Territory,Australia,2/10/20,0,0
941,Australian Capital Territory,Australia,2/11/20,0,0
942,Australian Capital Territory,Australia,2/12/20,0,0
943,Australian Capital Territory,Australia,2/13/20,0,0
944,Australian Capital Territory,Australia,2/14/20,0,0
945,Australian Capital Territory,Australia,2/15/20,0,0
946,Australian Capital Territory,Australia,2/16/20,0,0
947,Australian Capital Territory,Australia,2/17/20,0,0
948,Australian Capital Territory,Australia,2/18/20,0,0
949,Australian Capital Territory,Australia,2/19/20,0,0
950,Australian Capital Territory,Australia,2/20/20,0,0
951,Australian Capital Territory,Australia,2/21/20,0,0
952,Australian Capital Territory,Australia,2/22/20,0,0
953,Australian Capital Territory,Australia,2/23/20,0,0
954,Australian Capital Territory,Australia,2/24/20,0,0
955,Australian Capital Territory,Australia,2/25/20,0,0
956,Australian Capital Territory,Australia,2/26/20,0,0
957,Australian Capital Territory,Australia,2/27/20,0,0
958,Australian Capital Territory,Australia,2/28/20,0,0
959,Australian Capital Territory,Australia,2/29/20,0,0
960,Australian Capital Territory,Australia,3/1/20,0,0
961,Australian Capital Territory,Australia,3/2/20,0,0
962,Australian Capital Territory,Australia,3/3/20,0,0
963,Australian Capital Territory,Australia,3/4/20,0,0
964,Australian Capital Territory,Australia,3/5/20,0,0
965,Australian Capital Territory,Australia,3/6/20,0,0
966,Australian Capital Territory,Australia,3/7/20,0,0
967,Australian Capital Territory,Australia,3/8/20,0,0
968,Australian Capital Territory,Australia,3/9/20,0,0
969,Australian Capital Territory,Australia,3/10/20,0,0
970,Australian Capital Territory,Australia,3/11/20,0,0
971,Australian Capital Territory,Australia,3/12/20,0,0
972,Australian Capital Territory,Australia,3/13/20,1,0
973,Australian Capital Territory,Australia,3/14/20,1,0
974,Australian Capital Territory,Australia,3/15/20,1,0
975,Australian Capital Territory,Australia,3/16/20,2,0
976,Australian Capital Territory,Australia,3/17/20,2,0
977,Australian Capital Territory,Australia,3/18/20,3,0
978,Australian Capital Territory,Australia,3/19/20,4,0
979,Australian Capital Territory,Australia,3/20/20,6,0
980,Australian Capital Territory,Australia,3/21/20,9,0
981,Australian Capital Territory,Australia,3/22/20,19,0
982,Australian Capital Territory,Australia,3/23/20,32,0
983,Australian Capital Territory,Australia,3/24/20,39,0
984,Australian Capital Territory,Australia,3/25/20,39,0
985,Australian Capital Territory,Australia,3/26/20,53,0
986,Australian Capital Territory,Australia,3/27/20,62,0
987,Australian Capital Territory,Australia,3/28/20,71,0
988,Australian Capital Territory,Australia,3/29/20,77,0
989,Australian Capital Territory,Australia,3/30/20,78,1
990,Australian Capital Territory,Australia,3/31/20,80,1
991,Australian Capital Territory,Australia,4/1/20,84,1
992,Australian Capital Territory,Australia,4/2/20,87,1
993,Australian Capital Territory,Australia,4/3/20,91,1
994,Australian Capital Territory,Australia,4/4/20,93,2
995,Australian Capital Territory,Australia,4/5/20,96,2
996,Australian Capital Territory,Australia,4/6/20,96,2
997,Australian Capital Territory,Australia,4/7/20,96,2
998,Australian Capital Territory,Australia,4/8/20,99,2
999,Australian Capital Territory,Australia,4/9/20,100,2
1000,Australian Capital Territory,Australia,4/10/20,103,2
1001,Australian Capital Territory,Australia,4/11/20,103,2
1002,Australian Capital Territory,Australia,4/12/20,103,2
1003,Australian Capital Territory,Australia,4/13/20,102,2
1004,Australian Capital Territory,Australia,4/14/20,103,2
1005,Australian Capital Territory,Australia,4/15/20,103,3
1006,Australian Capital Territory,Australia,4/16/20,103,3
1007,Australian Capital Territory,Australia,4/17/20,103,3
1008,Australian Capital Territory,Australia,4/18/20,103,3
1009,Australian Capital Territory,Australia,4/19/20,103,3
1010,Australian Capital Territory,Australia,4/20/20,104,3
1011,Australian Capital Territory,Australia,4/21/20,104,3
1012,Australian Capital Territory,Australia,4/22/20,104,3
1013,Australian Capital Territory,Australia,4/23/20,104,3
1014,Australian Capital Territory,Australia,4/24/20,105,3
1015,Australian Capital Territory,Australia,4/25/20,106,3
1016,Australian Capital Territory,Australia,4/26/20,106,3
1017,Australian Capital Territory,Australia,4/27/20,106,3
1018,Australian Capital Territory,Australia,4/28/20,106,3
1019,Australian Capital Territory,Australia,4/29/20,106,3
1020,Australian Capital Territory,Australia,4/30/20,106,3
1021,Australian Capital Territory,Australia,5/1/20,106,3
1022,Australian Capital Territory,Australia,5/2/20,106,3
1023,Australian Capital Territory,Australia,5/3/20,106,3
1024,Australian Capital Territory,Australia,5/4/20,107,3
1025,Australian Capital Territory,Australia,5/5/20,107,3
1026,Australian Capital Territory,Australia,5/6/20,107,3
1027,Australian Capital Territory,Australia,5/7/20,107,3
1028,Australian Capital Territory,Australia,5/8/20,107,3
1029,Australian Capital Territory,Australia,5/9/20,107,3
1030,Australian Capital Territory,Australia,5/10/20,107,3
1031,Australian Capital Territory,Australia,5/11/20,107,3
1032,Australian Capital Territory,Australia,5/12/20,107,3
1033,Australian Capital Territory,Australia,5/13/20,107,3
1034,Australian Capital Territory,Australia,5/14/20,107,3
1035,Australian Capital Territory,Australia,5/15/20,107,3
1036,New South Wales,Australia,1/22/20,0,0
1037,New South Wales,Australia,1/23/20,0,0
1038,New South Wales,Australia,1/24/20,0,0
1039,New South Wales,Australia,1/25/20,0,0
1040,New South Wales,Australia,1/26/20,3,0
1041,New South Wales,Australia,1/27/20,4,0
1042,New South Wales,Australia,1/28/20,4,0
1043,New South Wales,Australia,1/29/20,4,0
1044,New South Wales,Australia,1/30/20,4,0
1045,New South Wales,Australia,1/31/20,4,0
1046,New South Wales,Australia,2/1/20,4,0
1047,New South Wales,Australia,2/2/20,4,0
1048,New South Wales,Australia,2/3/20,4,0
1049,New South Wales,Australia,2/4/20,4,0
1050,New South Wales,Australia,2/5/20,4,0
1051,New South Wales,Australia,2/6/20,4,0
1052,New South Wales,Australia,2/7/20,4,0
1053,New South Wales,Australia,2/8/20,4,0
1054,New South Wales,Australia,2/9/20,4,0
1055,New South Wales,Australia,2/10/20,4,0
1056,New South Wales,Australia,2/11/20,4,0
1057,New South Wales,Australia,2/12/20,4,0
1058,New South Wales,Australia,2/13/20,4,0
1059,New South Wales,Australia,2/14/20,4,0
1060,New South Wales,Australia,2/15/20,4,0
1061,New South Wales,Australia,2/16/20,4,0
1062,New South Wales,Australia,2/17/20,4,0
1063,New South Wales,Australia,2/18/20,4,0
1064,New South Wales,Australia,2/19/20,4,0
1065,New South Wales,Australia,2/20/20,4,0
1066,New South Wales,Australia,2/21/20,4,0
1067,New South Wales,Australia,2/22/20,4,0
1068,New South Wales,Australia,2/23/20,4,0
1069,New South Wales,Australia,2/24/20,4,0
1070,New South Wales,Australia,2/25/20,4,0
1071,New South Wales,Australia,2/26/20,4,0
1072,New South Wales,Australia,2/27/20,4,0
1073,New South Wales,Australia,2/28/20,4,0
1074,New South Wales,Australia,2/29/20,4,0
1075,New South Wales,Australia,3/1/20,6,0
1076,New South Wales,Australia,3/2/20,6,0
1077,New South Wales,Australia,3/3/20,13,0
1078,New South Wales,Australia,3/4/20,22,1
1079,New South Wales,Australia,3/5/20,22,1
1080,New South Wales,Australia,3/6/20,26,1
1081,New South Wales,Australia,3/7/20,28,1
1082,New South Wales,Australia,3/8/20,38,2
1083,New South Wales,Australia,3/9/20,48,2
1084,New South Wales,Australia,3/10/20,55,2
1085,New South Wales,Australia,3/11/20,65,2
1086,New South Wales,Australia,3/12/20,65,2
1087,New South Wales,Australia,3/13/20,92,2
1088,New South Wales,Australia,3/14/20,112,2
1089,New South Wales,Australia,3/15/20,134,2
1090,New South Wales,Australia,3/16/20,171,2
1091,New South Wales,Australia,3/17/20,210,4
1092,New South Wales,Australia,3/18/20,267,5
1093,New South Wales,Australia,3/19/20,307,5
1094,New South Wales,Australia,3/20/20,353,6
1095,New South Wales,Australia,3/21/20,436,6
1096,New South Wales,Australia,3/22/20,669,6
1097,New South Wales,Australia,3/23/20,669,6
1098,New South Wales,Australia,3/24/20,818,7
1099,New South Wales,Australia,3/25/20,1029,7
1100,New South Wales,Australia,3/26/20,1219,7
1101,New South Wales,Australia,3/27/20,1405,7
1102,New South Wales,Australia,3/28/20,1617,8
1103,New South Wales,Australia,3/29/20,1791,8
1104,New South Wales,Australia,3/30/20,2032,8
1105,New South Wales,Australia,3/31/20,2032,8
1106,New South Wales,Australia,4/1/20,2182,9
1107,New South Wales,Australia,4/2/20,2298,10
1108,New South Wales,Australia,4/3/20,2389,12
1109,New South Wales,Australia,4/4/20,2493,12
1110,New South Wales,Australia,4/5/20,2580,16
1111,New South Wales,Australia,4/6/20,2637,18
1112,New South Wales,Australia,4/7/20,2686,21
1113,New South Wales,Australia,4/8/20,2734,21
1114,New South Wales,Australia,4/9/20,2773,21
1115,New South Wales,Australia,4/10/20,2822,22
1116,New South Wales,Australia,4/11/20,2857,23
1117,New South Wales,Australia,4/12/20,2857,24
1118,New South Wales,Australia,4/13/20,2863,25
1119,New South Wales,Australia,4/14/20,2870,25
1120,New South Wales,Australia,4/15/20,2886,25
1121,New South Wales,Australia,4/16/20,2897,25
1122,New South Wales,Australia,4/17/20,2926,26
1123,New South Wales,Australia,4/18/20,2936,26
1124,New South Wales,Australia,4/19/20,2957,26
1125,New South Wales,Australia,4/20/20,2963,26
1126,New South Wales,Australia,4/21/20,2969,26
1127,New South Wales,Australia,4/22/20,2971,26
1128,New South Wales,Australia,4/23/20,2976,31
1129,New South Wales,Australia,4/24/20,2982,33
1130,New South Wales,Australia,4/25/20,2994,33
1131,New South Wales,Australia,4/26/20,3002,34
1132,New South Wales,Australia,4/27/20,3004,34
1133,New South Wales,Australia,4/28/20,3016,39
1134,New South Wales,Australia,4/29/20,3016,40
1135,New South Wales,Australia,4/30/20,3025,41
1136,New South Wales,Australia,5/1/20,3030,41
1137,New South Wales,Australia,5/2/20,3035,42
1138,New South Wales,Australia,5/3/20,3033,42
1139,New South Wales,Australia,5/4/20,3035,43
1140,New South Wales,Australia,5/5/20,3042,44
1141,New South Wales,Australia,5/6/20,3044,44
1142,New South Wales,Australia,5/7/20,3047,44
1143,New South Wales,Australia,5/8/20,3051,44
1144,New South Wales,Australia,5/9/20,3053,44
1145,New South Wales,Australia,5/10/20,3053,44
1146,New South Wales,Australia,5/11/20,3053,44
1147,New South Wales,Australia,5/12/20,3059,45
1148,New South Wales,Australia,5/13/20,3063,45
1149,New South Wales,Australia,5/14/20,3071,45
1150,New South Wales,Australia,5/15/20,3074,45
1151,Northern Territory,Australia,1/22/20,0,0
1152,Northern Territory,Australia,1/23/20,0,0
1153,Northern Territory,Australia,1/24/20,0,0
1154,Northern Territory,Australia,1/25/20,0,0
1155,Northern Territory,Australia,1/26/20,0,0
1156,Northern Territory,Australia,1/27/20,0,0
1157,Northern Territory,Australia,1/28/20,0,0
1158,Northern Territory,Australia,1/29/20,0,0
1159,Northern Territory,Australia,1/30/20,0,0
1160,Northern Territory,Australia,1/31/20,0,0
1161,Northern Territory,Australia,2/1/20,0,0
1162,Northern Territory,Australia,2/2/20,0,0
1163,Northern Territory,Australia,2/3/20,0,0
1164,Northern Territory,Australia,2/4/20,0,0
1165,Northern Territory,Australia,2/5/20,0,0
1166,Northern Territory,Australia,2/6/20,0,0
1167,Northern Territory,Australia,2/7/20,0,0
1168,Northern Territory,Australia,2/8/20,0,0
1169,Northern Territory,Australia,2/9/20,0,0
1170,Northern Territory,Australia,2/10/20,0,0
1171,Northern Territory,Australia,2/11/20,0,0
1172,Northern Territory,Australia,2/12/20,0,0
1173,Northern Territory,Australia,2/13/20,0,0
1174,Northern Territory,Australia,2/14/20,0,0
1175,Northern Territory,Australia,2/15/20,0,0
1176,Northern Territory,Australia,2/16/20,0,0
1177,Northern Territory,Australia,2/17/20,0,0
1178,Northern Territory,Australia,2/18/20,0,0
1179,Northern Territory,Australia,2/19/20,0,0
1180,Northern Territory,Australia,2/20/20,0,0
1181,Northern Territory,Australia,2/21/20,0,0
1182,Northern Territory,Australia,2/22/20,0,0
1183,Northern Territory,Australia,2/23/20,0,0
1184,Northern Territory,Australia,2/24/20,0,0
1185,Northern Territory,Australia,2/25/20,0,0
1186,Northern Territory,Australia,2/26/20,0,0
1187,Northern Territory,Australia,2/27/20,0,0
1188,Northern Territory,Australia,2/28/20,0,0
1189,Northern Territory,Australia,2/29/20,0,0
1190,Northern Territory,Australia,3/1/20,0,0
1191,Northern Territory,Australia,3/2/20,0,0
1192,Northern Territory,Australia,3/3/20,0,0
1193,Northern Territory,Australia,3/4/20,1,0
1194,Northern Territory,Australia,3/5/20,1,0
1195,Northern Territory,Australia,3/6/20,0,0
1196,Northern Territory,Australia,3/7/20,0,0
1197,Northern Territory,Australia,3/8/20,0,0
1198,Northern Territory,Australia,3/9/20,0,0
1199,Northern Territory,Australia,3/10/20,1,0
1200,Northern Territory,Australia,3/11/20,1,0
1201,Northern Territory,Australia,3/12/20,1,0
1202,Northern Territory,Australia,3/13/20,1,0
1203,Northern Territory,Australia,3/14/20,1,0
1204,Northern Territory,Australia,3/15/20,1,0
1205,Northern Territory,Australia,3/16/20,1,0
1206,Northern Territory,Australia,3/17/20,1,0
1207,Northern Territory,Australia,3/18/20,1,0
1208,Northern Territory,Australia,3/19/20,1,0
1209,Northern Territory,Australia,3/20/20,3,0
1210,Northern Territory,Australia,3/21/20,3,0
1211,Northern Territory,Australia,3/22/20,5,0
1212,Northern Territory,Australia,3/23/20,5,0
1213,Northern Territory,Australia,3/24/20,6,0
1214,Northern Territory,Australia,3/25/20,6,0
1215,Northern Territory,Australia,3/26/20,12,0
1216,Northern Territory,Australia,3/27/20,12,0
1217,Northern Territory,Australia,3/28/20,15,0
1218,Northern Territory,Australia,3/29/20,15,0
1219,Northern Territory,Australia,3/30/20,15,0
1220,Northern Territory,Australia,3/31/20,17,0
1221,Northern Territory,Australia,4/1/20,19,0
1222,Northern Territory,Australia,4/2/20,21,0
1223,Northern Territory,Australia,4/3/20,22,0
1224,Northern Territory,Australia,4/4/20,26,0
1225,Northern Territory,Australia,4/5/20,27,0
1226,Northern Territory,Australia,4/6/20,28,0
1227,Northern Territory,Australia,4/7/20,28,0
1228,Northern Territory,Australia,4/8/20,28,0
1229,Northern Territory,Australia,4/9/20,28,0
1230,Northern Territory,Australia,4/10/20,28,0
1231,Northern Territory,Australia,4/11/20,28,0
1232,Northern Territory,Australia,4/12/20,28,0
1233,Northern Territory,Australia,4/13/20,28,0
1234,Northern Territory,Australia,4/14/20,28,0
1235,Northern Territory,Australia,4/15/20,28,0
1236,Northern Territory,Australia,4/16/20,28,0
1237,Northern Territory,Australia,4/17/20,28,0
1238,Northern Territory,Australia,4/18/20,28,0
1239,Northern Territory,Australia,4/19/20,28,0
1240,Northern Territory,Australia,4/20/20,28,0
1241,Northern Territory,Australia,4/21/20,28,0
1242,Northern Territory,Australia,4/22/20,28,0
1243,Northern Territory,Australia,4/23/20,28,0
1244,Northern Territory,Australia,4/24/20,28,0
1245,Northern Territory,Australia,4/25/20,28,0
1246,Northern Territory,Australia,4/26/20,28,0
1247,Northern Territory,Australia,4/27/20,28,0
1248,Northern Territory,Australia,4/28/20,28,0
1249,Northern Territory,Australia,4/29/20,28,0
1250,Northern Territory,Australia,4/30/20,28,0
1251,Northern Territory,Australia,5/1/20,27,0
1252,Northern Territory,Australia,5/2/20,29,0
1253,Northern Territory,Australia,5/3/20,29,0
1254,Northern Territory,Australia,5/4/20,29,0
1255,Northern Territory,Australia,5/5/20,29,0
1256,Northern Territory,Australia,5/6/20,29,0
1257,Northern Territory,Australia,5/7/20,29,0
1258,Northern Territory,Australia,5/8/20,29,0
1259,Northern Territory,Australia,5/9/20,29,0
1260,Northern Territory,Australia,5/10/20,29,0
1261,Northern Territory,Australia,5/11/20,29,0
1262,Northern Territory,Australia,5/12/20,29,0
1263,Northern Territory,Australia,5/13/20,29,0
1264,Northern Territory,Australia,5/14/20,29,0
1265,Northern Territory,Australia,5/15/20,29,0
1266,Queensland,Australia,1/22/20,0,0
1267,Queensland,Australia,1/23/20,0,0
1268,Queensland,Australia,1/24/20,0,0
1269,Queensland,Australia,1/25/20,0,0
1270,Queensland,Australia,1/26/20,0,0
1271,Queensland,Australia,1/27/20,0,0
1272,Queensland,Australia,1/28/20,0,0
1273,Queensland,Australia,1/29/20,1,0
1274,Queensland,Australia,1/30/20,3,0
1275,Queensland,Australia,1/31/20,2,0
1276,Queensland,Australia,2/1/20,3,0
1277,Queensland,Australia,2/2/20,2,0
1278,Queensland,Australia,2/3/20,2,0
1279,Queensland,Australia,2/4/20,3,0
1280,Queensland,Australia,2/5/20,3,0
1281,Queensland,Australia,2/6/20,4,0
1282,Queensland,Australia,2/7/20,5,0
1283,Queensland,Australia,2/8/20,5,0
1284,Queensland,Australia,2/9/20,5,0
1285,Queensland,Australia,2/10/20,5,0
1286,Queensland,Australia,2/11/20,5,0
1287,Queensland,Australia,2/12/20,5,0
1288,Queensland,Australia,2/13/20,5,0
1289,Queensland,Australia,2/14/20,5,0
